sentiment,xie_hou_yu
2,菜籃仔貯沙－沙漏(沙轆)
2,菜籃仔貯沙－沙漏(沙鹿)
3,菜籃仔貯鱉－龜跤趖出來
3,菜籃仔貯龜－龜骹趖出來
3,菜脯媼豆油－加了的
3,菜脯搵豆油－加了兮
3,菜頭擔去蕃薯市－錯了
3,菜頭開花－花心
2,菠薐仔，炒豆腐－青青白白(清清白白)
3,菩薩放屁－神氣
3,菩薩著賊偷－失神
2,萬一仔食枝仔冰－一牛車
2,萬財背死囡仔－後擺補你
1,落花滿地－(都謝)多謝
1,落陳埭－擔蟶
3,落雨天出太陽－(假晴)假情
1,葫蘆墩白米－(無糙)無錯
1,葫蘆墩白米－無糙(無錯)
1,葫蘆墩的白米－無糙(無錯)
3,葵扇頭扑人朆痛－起工呣是按呢
1,蒜頭籠－(盛蒜)勝選
3,蓬心菜頭－會看得，袂食得
3,蔡姑娘嫁翁－嫁羅兮(加魯兮)
3,蔭豉炒蕹菜－(落孔)落空
3,蕃仔喙鬚－無半撇
3,蕃薯屎－緊性
1,蕃薯撒米糜－好添(好天)
3,蕗簥蔥－不成蒜(不成算)
3,蕗蕎蔥－(不成蒜)不成算
2,蕭公豆油錢－(用劃)用話
2,蕭壟金瓜－大肚桶
2,蕭壟金瓜－大腹肚桶
2,蕭鄉長批公文－事實者可
3,薄冊仔打桶－假功夫
3,薄情郎－哥雄(高雄)
2,藥仔百百款－萬丹
3,藥店甘草－逐項都喢著
3,藥店甘草－雜偛
2,蘇州目鏡－在人合目
3,虱目魚落鼎－唉唉叫
3,虻仔叮牛角－無採工
3,虻仔叮牛角－無震動著
3,虻仔叮膦脬－捼捼(暖暖)
3,虻仔叮膦脬－歹扑
2,蚵仔炒蔭豉－食死嘛甘願
3,蜂岫癰－百百頭
3,蜂穴－百百孔
3,蜈蚣行入狗蟻岫－該死
3,蜈蚣趖入去螞蟻穴－該死
3,蝦仔行路－倒彈
2,螞蟻上樹，隨人爬－各做各的
3,螞蟻搬茨－呣是風就是雨
2,螞蟻爬樹－隨人拚
3,螞蟻跋落鼎－(炒死)吵死
3,螿蠩展氣功－膨風
3,蟑蜍展氣功－膨風
3,蟲入螞蟻穴－穩無命
3,蠓仔叮卵脬－歹扑
3,蠓仔叮牛角－無採工
3,蠓仔叮菩薩－(看做人頭)看錯人頭
2,蠓仔叮雞蛋－無孔不入
2,蠓仔釘𡳞脬－歹拍、捼捼、暖暖
2,行暗路假嗽－壯膽
2,行暗路咳嗽－助膽
2,行暗路歁嗽－壯膽
2,行暗路陷嗽－壯膽
2,街仔路的青紅燈－逐家看
3,袁世凱做皇帝－短命
3,袋仔布做大衣－欲哪有夠
1,裁縫做衫無用尺－自有分寸
2,裁縫做衫－(要量身)要良心
1,裁縫師做衫無用尺－自有分寸
1,裁縫師掛目鏡－(認針)認真
1,裁縫掛手指－(頂針)頂真
3,裁縫無帶尺－(存心不量)存心不量
3,褪腹裼接人客－失禮
2,褲底抹粉－內妝(內庄)
3,褲底袋針－揬膦
3,褲袋仔袋沙－英膦(閒膦)
3,褲袋仔袋火灰－英膦(閒膦)
3,褲頭插鎌勒仔－鉤死囝仔(猴死囝仔)
3,褲頭插香－卵神
3,褲頭結香火－膦神
2,西北雨－大落
3,西瓜藤搭菜瓜棚－出鋒頭
3,西瓜藤搭菜瓜棚－出風頭
3,西螺大橋－無路用
3,西螺畚箕－捾一支喙
3,西裝店歇睏－不服
3,西裝社歇睏－(無服)不服
3,見著網，目箍紅－看破
1,見面流鼻血－親就是親
1,見面流鼻血－親著是親
2,親家大腸挾去配－(屎栱)使講
3,觀音媽偷食魚仔膎－冤枉人
3,觀音媽食鹹膎－冤枉人
1,觀音菩薩下凡－救苦救難
3,謝將軍消遣范將軍－七的笑八的
1,警察叫保正－好勢
2,豆腐乳煮菜－哪敢多言(鹽)
1,豆腐乾煮肉－有葷素(有分數)
3,豆腐摃石頭－無路用
3,豆腐甲石頭－袂磕得
3,豬八戒嫁小妹－免看
3,豬八戒拜天公－家己刣家己
3,豬八戒拜天公－家治刣家治
3,豬八戒翕像－(自找難看)自找難堪
3,豬哥屎喙－歹聽
3,豬哥掛鞍－(呣是馬)呣是買
3,豬母掛鞍－毋是馬
3,豬母掛鞍－毋是馬(毋是買)
3,豬母撁去牛墟－呣著
3,豬母趕到呂厝－袂赴
3,豬頭皮－炙毋油
3,豬頭皮－炸無油
1,貓仔俥倒糜－(狗暢)夠爽
3,貓仔爬樹－(無成猴)無成樣
3,貓仔袋入布袋內－袂出頭
3,貓仔跋落布袋內－朆出頭
3,貓仔食鹽－存辦死
3,貓仔食麵龜－偽善
3,貓哭老鼠－假有心
3,貓哭鳥鼠－假有心
3,貓面兮照鏡－歹面相看
3,貓面兮開會－歹面相看
3,貓面照鏡－攏是缺點
3,貓食鹽－存範死
3,貓食麵炙－假善心
3,貓鼠同眠－無可能
3,貓𬦰樹－毋成猴
2,財神爺捾燈仔火－扻錢
2,買布縛置竹篙尾－啥奇嗎有
3,買鹹水魚放生－呣知死活
3,買鹹魚放生－假好心
3,買鹹魚放生－毋知死活
3,買－四骹咧馬
3,賊仔扑官司－穩輸
3,賣碗盤兮撦倒擔－缺了了(去了了)
3,賣豆菜無舉秤－亂捎
3,賣雞卵兮拋車輪－全破
2,賣魚無舉秤－揀尾(梘尾)
2,賣魚的無攑秤－揀尾(景美)
3,賣鴨卵兮撦倒擔－看破
3,賴卯請人客－該來無來
2,赤查娒俱樂部－獅子會
3,赤狗鏨尾－假鹿(假樂)
3,起厝按半料－誤算
3,起茨按半料－誤算
3,起茨掠漏－掠孔掠縫
3,趕鴨仔上架－強人所難
3,跋落屎礐仔－臭人
1,跛腳的行桌頂－搖桌
3,跛腳臆墓粿－雙頭無一齩
3,跛跤兮揖墓粿－雙頭無一位靠
3,跛骹臆墓鎳－雙面無一數
3,跤帛掛竹篙－臭颺
2,跤帛掛竹篙－麼旗嘛有(麼奇嘛有)
2,跤底抹油－辿
2,跤底抹粉－妝跤(庄跤、鄉下)
3,跤頭腕戴帽－無一個人面
3,路燈－(一葩火)一腹火
3,路燈－一脬火(一腹火)
2,路燈－照公道
3,路邊兮尿桶－眾人漩(眾人訕)
3,路邊兮木瓜－欠人捅
3,路邊兮石頭－愛人撬(愛人譙)
1,路邊兮鳥苃仔－穩當
3,路邊的尿桶－眾人漩
1,路邊莧菜－(閒莧)榮幸
1,路邊鳥菝－允當(穩當)
1,路邊鳥菝－穩當
2,跳加冠－歹開講
1,踔仔麵－䟉䟉趒
3,踦飛魚放屁－臭氣沖天
1,蹛巷仔內的－內巷的
1,蹛巷仔內的－內行的
2,蹺痀的相偃－歹勢
3,身體戚風邪－去問大眾爺
3,躼人自殺－長跤行短路
3,軟土－深掘
3,載塗炭沿路漏－(炭屎)漏屎
3,載塗炭沿路落－炭屎
3,連續落三個月雨－(無晴)無情
1,連頭摳－無剉(無錯)
2,運動裁判－擔輸贏
2,過年無返去茨－無娒
3,過桌拈柑－僭權
2,過橋合雨傘－防風
3,過虎頭斬－包穩死兮
2,道士唸經－照本宣科
1,道士放屁－句句真言
1,道士有沖天之志－司功仔想飛(司功仔象杯)
1,道士有沖天之志－師公仔象杯
3,違章建築－亂蓋
3,違章建築－無照起工
3,郭仔魚假鯮－無夠紅
3,郵差扑呣見批－失信
2,酒精點火－(當燃)當然
3,金仔山查某－礦區女(控固力)
3,金剛踏小鬼－無範
3,金山查娒－(礦區女)控固力
2,金斗甕入水－激骨
3,金碗貯糜－扑損
2,金雞拖木屐－罔賺罔食
3,銀行的會計－(待幣)待斃
3,銃子扑著肚臍空－註死兮
1,銅銀買紙靴－雙人暢
1,銅銀買紙靴－雙頭暢
3,錫口鋤頭－喙利
3,鍾馗嫁小妹－(鬼婚)鬼混
1,鎮守古廟－老神在在
2,鏡破去－兩分明
2,鏡破－兩分明
3,鐵管生鉎－歹管(歹講)
3,長工愛落雨－歡喜歇睏
1,長頸鹿關在羊群－非常突出
2,門牌換作第一號－換頭家
2,門牌改一號－換頭家
2,門牌第一號－頭家
2,門牌頭一號－頭家
2,閃開借過－(朆擋路)麥當勞
3,開冷氣－下流
3,開電風－風流
3,開飯店驚人大食－豈有此理
3,間羅王娘娘病囝－心懷鬼胎
1,閹夫－斷根
1,閹核－斷根
2,閹雞啄碎米－罔渡
3,閹雞拖木屐－隨趁隨食
3,閹雞趁鳳飛－跟人朆著
3,閻羅王出告示－鬼話連篇
3,閻羅王出火籤－應該死
3,閻羅王出火籤－該死
3,閻羅王娶新婦－姦鬼(奸鬼)
3,閻羅王娶某－(姦鬼)奸鬼
3,閻羅王嫁查某－鬼扛鬼(鬼攻鬼)
3,閻羅王心機－鬼(詭)計多端
3,閻羅王投稿－鬼話連篇
3,閻羅王挨弦仔－鬼扯
3,閻羅王無戴帽－鬼頭鬼腦
2,閻羅王無米－枵鬼
3,閻羅王的心機－鬼計多端
3,閻羅王的老爹－老鬼
3,閻羅王講話－鬼知影
3,閻羅王講話－鬼聽有
3,閻羅王變魔術－騙鬼
3,閻羅王開酒店－呣驚死的做汝來
3,閻羅王開酒店－毋驚死兮做汝來
3,閻羅王開飯店－鬼敢食
2,關公啉燒酒－看袂出來
2,關公啉燒酒－看𣍐出來
3,關公放屁－呣知面紅
1,關公看春秋－一目了然
2,關公賣豆腐－由你切
1,關公賣豆腐－簡單
3,關門做皇帝－自尊自大
3,關門做皇帝－自滿自大
3,關門扑狗－無地走
3,關門扑狗－無底走
1,關門賣癩(疒哥)藥－名聲諳
1,關門賣癩𰣻藥－名聲透
3,阿伯仔爬山－邊仔喘
3,阿伯仔𬦰山－邊仔喘
1,阿兄徛樓頂－哥哥在上(高高在上)
1,阿兄扑人－大出手
1,阿兄拍人－大出手
2,阿兄沒頭路－閒哥(鶯歌)
2,阿兄無頭路－閑哥(鶯歌)
2,阿兄無頭路－閒哥(鶯歌)
1,阿兄𫁥樓頂－哥哥在上(高高在上)
1,阿公仔食雞胘－脆脆
1,阿公仔食雞腱－脆脆
2,阿公兮代誌家治做－公事公辦
3,阿公娶娒－加婆
3,阿公娶某－加婆(家婆)
2,阿公挖土－公開
2,阿公挖塗－公開
2,阿公的代誌家己做－公事公辦
2,阿公的載誌家己做－公事公辦
3,阿公食黃蓮－(苦爺)苦也
1,阿哥蹛樓頂－(哥哥在上)高高在上
1,阿啄仔哺樹奶糖－喙水甜
3,阿啄仔穿西裝－(大軀)大輸
2,阿婆仔大腹肚－(公暢)講暢
2,阿婆仔嫁翁－公管(公館)
3,阿婆仔抹粉－無採工
3,阿婆仔炊粿－倒塌
3,阿婆仔生囝－誠拼咧
3,阿婆仔穿戴安芬－袂博假博
3,阿婆仔食蟳－管無效(講無效)
3,阿婆仔𤆬尿－沓沓滴滴
2,阿媽哺菜脯－大舞韌(大武崙)
2,阿媽欲嫁翁－公管(公館)
2,阿媽生孫－公暢(講暢)
2,阿媽生查某囝－生姑(生菇)
2,阿嬤哺菜脯－大舞韌(大武崙)
2,阿嬤生子－公暢(說著高興的)
2,阿嬤生孫－公暢(講暢)
2,阿嬤生查娒囝－生姑(生菇)
2,阿嬤生查某子－生姑(發霉)
2,阿強仔食齒粉－涼涼
3,阿戇娶媠娒－錢的關係
3,阿明賣魚仔－量約
2,阿棋吞借據－哎！就落去矣
2,阿母灶跤動刀－親切
2,阿母灶骹動刀－親切
3,阿爸娶細姨－加母(雞母)
3,阿猴厝頂－青仔欉
1,阿督仔食雞蛋糕－客氣(cake)
1,阿美摸著卵屍－阿彌陀佛
3,阿超發卵毛－據在伊去
3,阿里山坐火車－碰壁
3,阿里山杜定－(青骹)生手
3,阿里山杜碇－青跤(生跤)
3,阿里山火車－碰壁
2,陳世美犯法－包辦
3,陳布衣架查某－儕畫(儕話)
2,陸軍和空軍相戰－(射天射地)謝天謝地
3,隔壁歕燈火－佮汝無治代
2,隔窗㖹喇叭－鳴(名)聲在外
2,隔窗歕喇叭－鳴(名)聲在外
1,隱痀的拄著大腹肚－峇仔峇
1,隱痀的拄著大腹肚－峇拄峇
1,隱龜娶大肚－都都好
2,隱龜拋車麟－吃力兼難看
2,雙跤踏戶碇－無入無出
2,雙骹踏戶定－無入無出
2,雙骹踏戶橂－無入無出
3,雞仔啄鈕仔－無採啄
3,雞仔子的阿嬤－(雞婆)加婆
2,雞仔拄著一堆蟲－總捅(總統)
2,雞仔拄著一條蟲－總捅(總統)
1,雞仔跋落米甕－好食睏
3,雞公的某－(雞母)加舞
3,雞啄鈕仔－無採喙
1,雞屎落塗－三寸煙
2,雞母叫更－充公
3,雞母啼－是禍毋是福
2,雞母屎－半烏白
2,雞母拄著一墩塗蚓－總統
3,雞母拮食－觸喙觸舌
3,雞母撿食－答喙答舌
3,離天七里外路－(離譜)無譜
3,雷公仔子－夭壽
1,雷公相扑－鬧翻天
3,露螺爬去竹篙尾－盡磅
3,靈厝兮塗翁仔－袂堪得弄著
2,青冥的看戲－綴人笑
3,青啼仔生鵝蛋－真拚咧
2,青暝的看戲－有聽著聲，無看著影
2,青暝的行路－罔去(摸去)
2,青暝的讀冊－罔看
1,青盲兮娶某－暗爽
3,青盲兮掛目鏡－無路用
2,青盲兮掠龍－手面賺食
2,青盲兮掠龍－手面趁食
2,青盲兮提冊－汝看
3,青盲兮摸象－只知其一
3,青盲兮放尿－亂濺(亂讚)
3,青盲兮放炮－亂彈
3,青盲兮放粉鳥－毋知去向
3,青盲兮洗身軀－亂沖
3,青盲兮看告示－無採工
3,青盲兮看告示－看無
2,青盲兮看戲－有聽見聲，無看見影
2,青盲兮看戲－綴人孝
2,青盲兮行路－摸去(罔去)
2,青盲兮讀册－摸看(罔看)
3,青盲兮顧柑－顧喝
2,青盲兮食原仔－心內有數
3,青盲兮點燈火－無採
1,青盲娶某－暗爽
3,青盲貓咬雞－毋願放
3,青盲青打算盤－袂見數(袂見笑)
2,青盲食圓仔－心內有數
1,青瞑娶娒－暗爽
3,青瞑挨弦仔－無譜
1,青瞑挽菝仔－穩當
3,青瞑掛目鏡－無路用
2,青瞑掠龍－手面趁食
3,青瞑放炮－黑白彈
3,青瞑放粉鳥－呣知去向
3,青瞑歕鼓吹－(青吹白吹)青催白催
3,青瞑洗身軀－(亂沖)亂衝
2,青瞑無拐仔－(摸去)罔去
2,青瞑爬樓梯－自摸
1,青瞑的挽菝仔－穩當
2,青瞑的掠龍－手面趁食
2,青瞑的摕冊－汝看
2,青瞑的看戲齣－𨓚人笑、說人哮
2,青瞑的看戲－有聽見聲，無看見影
2,青瞑的行路－摸去(罔去)
2,青瞑的讀冊－摸看、罔看
2,青瞑的食圓仔湯－心內有數
1,青瞑的𤆬娒－暗爽
3,青瞑看告示－看無
2,青瞑看戲－跟人笑
3,青瞑看電影－目中無人
2,青瞑行暗路－熟地
2,青瞑讀冊－罔看
3,青瞑貓咬著死雞－死嘛呣放
1,青瞑貓咬著死鳥鼠－福氣啦
2,青瞑顧柑仔－罔曄
2,青瞑食圓仔－心內有數
3,青瞑點燈－無採工
2,青瞑𬦰樓梯－自摸
3,韓信分粿－乞食無份
1,韓信點兵－多多益善
1,順風好駛船－(順勢)好勢
3,順風耳－大耳
2,順風行船－安平
2,頭一擺刻印仔－毋捌磕過
3,頭仔骼－無面仔
2,頭家娘難產－生理子歹生
2,頭廳吊聯－看款
2,頭擺刻印仔－呣捌磕過
2,頭擺刻印仔－毋捌磕過
1,頭殼戴烘爐－腦熱(鬧熱)
3,頭殼戴石磨－毋知輕重
1,頭殼戴電扇－佔上風
3,頭殼頂插葵扇－(出風頭)出鋒頭
3,頭殼頂插葵扇－出風頭
3,頭殼頂生粒仔－額外負擔
3,頭毛糊藥膏－有毛病
3,頷頸生瘤－拄著
3,頸部生瘤－(拄著)遇著
1,風頭松柏－老練
2,飛行機相閃－(趐拄趐)實拄實
3,飛行機頂寫文章－高論
3,飛行機頂彈琴－高調
2,飛行機頂聊天－高談
2,食呣著藥仔－換帖
2,食嘸著藥仔－換帖
2,食曹操的飯，做劉備的代誌－身在曹營心在漢
2,食毋著藥仔－換帖
3,食水龜無剝殼－假老實
3,食滷卵配高梁酒－穩死
3,食滷蛋配高梁酒－穩死
3,食滾水放茶米茶－火大
3,食紅柿配燒酒－存辦死
3,食紅柿配燒酒－毋管死活
3,食芎蕉皮－失戀
3,食蟳－(愛栱)愛講
3,食蟳－興管(興講)
3,食飽做飽鬼－膨肚短命
2,飯匙舀泔－澳底
2,飯匙貯泔－僫貯(澳底)
2,飯坩囥傷峘－僫貯(澳底)
1,飯店兼掠龍－有食佫有掠
3,香港跤發作－皮塊癢
3,香港骹發作－皮癢
2,馬步搏佇竹篙尾－麼旗嘛有(麼奇嘛有)
1,駝背仔上坡－真拼
1,駱駝脖子仙鶴腿－各有所長
1,駱駝頷頸仙鶴腿－各有所長
3,骹帛布掛竹篙－臭颺
2,骹帛掛竹篙－啥旗嗎有(啥奇嗎有)
2,骹底抹油－溜
2,骹底抹油－溜旋
3,骹頭窩戴宣帽－呣是人面
1,高射炮手－見機行事
3,高空跳傘－一落千丈
3,高速公路－無人道
2,鬼仔呣食淡飯－(要鹽)謠言
2,鬼仔摸閻羅王尻川－好膽
2,鬼仔摸閻羅王尻川－誠好膽
3,鬼仔算舊帳－活該
3,鬼仔騙城隍－無赫簡單
2,鬼摸閻羅王尻川－大膽
2,魁星落海－(找筆)未必
2,魁星跳落海－㴹筆(未必)
2,魁星跳落海－無筆(未必)
3,魏廷捒倒七星燈－錯失大事
3,魚行口糞埽－臭甲袂鼻得
1,魩仔魚食著皇帝肉－暢假無鰾
1,魩仔魚食著皇帝肉－暢甲無鰾
1,魩仔魚食著皇帝肉－暢𠇺無鰾
3,鯽仔魚食著油粕仔水－摒肚
3,鯽仔魚食著茶箍水－注死
3,鯽仔魚食著茶箍水－註死
2,鰗魚溜，抹雪文－滑溜溜
2,鰗鰡抹雪文－滑溜溜
3,鱷魚蠓仔香－閣卡儕來嘛無夠看
3,鱸鰻標看新聞－陣勢大
1,鳥鼠仔入牛角－穩牴牴
3,鳥鼠仔嫁查娒囝－吱吱喳喳
1,鳥鼠仔鑽入牛角－穩篤篤
3,鳥鼠入風箱－兩頭受氣
3,鳥鼠泅過溪－人人嘩扑
2,鳥鼠無洗身軀－(有鼠味)有趣味
2,鳥鼠無洗身軀－有鼠味(有趣味)
1,鳥鼠爬竹篙仔－一目通一目
3,鳥鼠穿草鞋－骹卡大身
3,鳥鼠走入冊房內－(食本)蝕本
1,鳥鼠走入煙囪內－夠嗆
3,鳥鼠跋落去冊箱仔－咬文嚼字
1,鳥鼠食油－目睭金
3,鴉片薰屎－歹放
2,鴨仔聽雷－聽無
1,鴨仔落地身就溪－事到便宜
1,鴨仔落水身著浮－免驚
3,鴨仔過溪－(無潦)無聊
3,鴨仔過溪－無潦(無聊)
3,鴨卵塞石車－無採工
3,鴨卵掔過山－看破
3,鴨卵掔過河－看破
3,鴨卵磕石頭－袂磕得
3,鴨卵落佇磚仔廳－看破
3,鴨寮內無隔暝塗蚓－留朆稠
3,鴨母吞田螺－碇胿(定規)
3,鴨母吞石頭－碇胿(定規)
1,鴨母喙－(罔叨)罔撈
2,鴨母放落埤－去無回頭
2,鴨母放落埤－去著呣嗵轉來
2,鴨母放落埤－去著呣知通返來
3,鴨母王來到水尾寮－死路一條
3,鴨母給雞角仔搭著－(呣達)呣值
3,鴨母食水鱟－吞袂落，吐袂出
3,鴨母食石頭仔－(硬頸)定規
3,鴨母食著水龜－進退兩難
3,鴨蛋俥倒擔－看破
3,鴨蛋塞石車－無採工
3,鴨蛋彈過山－看破
3,鴨蛋錣籤－滴滴答答
3,鵁鴒學講話－跟人喙尾
3,鵁鴒講話－綴人話尾
3,鶆鴞挾雞仔－死啊死啊！
3,鹹水潑面－有食無偆
2,鹹菜拌豆腐－有言(鹽)在先
2,鹹菜煮豆腐－(不必多鹽)不必多言
2,鹹菜煮豆腐－不用多言(鹽)
3,鹹魚搵豆油－鹹拄鹹
2,鹽水港－闊朗朗
2,鹽水港－闊莽莽
3,鹽甕生虫－無即款戴誌
3,鹽甕生蟲－奇事
3,鹽館兮稱錘－足鹹
3,鹽館兮頭家－鹹
3,鹽館稱錘－鹹佫硬
3,麥當勞－朆擋路
3,麥芽膏罐頭－(愛人撟)愛人譙
3,麥芽膏罐－愛人撬(愛人譙)
3,麵線網鴨仔－(免網)免望
3,麻布做短褲－看現現
3,麻豆旗杆－青仔欉
3,麻豆旗竿仔－青仔欉
1,黃柏樹頂彈琴－苦中作樂
1,黃梔仔樹頂彈琴－苦中作樂
1,黃檗樹頂彈琴－苦中作樂
2,黃縣長批簽呈－半照准
2,黃金甕入水－激骨
3,黃麻布做內褲－看現現
1,黑松汽水－上衝
1,黑松汽水－食一點氣
2,黑矸仔貯豆油－無底看(看不會出來)
2,黑矸仔貯豆油－看不出來
3,點心彈土角－放炮
3,點心擲掉－放炮
3,鼎內炒蚼蟻－走無路
3,鼎內炒螞蟻－走投無路
3,鼎底的螞蟻－走投無路
3,鼎底蚼蟻－炒死(吵死)
3,鼎蓋蚼蟻－走頭無路
3,齊天大聖做投手－豬哥承(豬哥神)
3,龜爬戶埞－看按怎翻身
3,龜𬦰戶碇－看按怎反
2,𤆬新婦，嫁查娒囝－一入一出
1,𤸫痀的上坡－誠拚
1,𤸫痀的拄著大腹肚－密拄密
2,𤸫痀的騎馬－看𣍐出來
1,𤸫痀的𫔡著大腹肚－密密
2,𤸫痀的𬦰山－看𣍐出來
